,motion vector,probability
0,[2. 2. 2. 2. 2. 2.],0.14893617021276595
1,[2. 2. 2. 2. 2. 2.],0.14893617021276595
2,[2. 2. 2. 2. 2. 2.],0.14893617021276595
3,[2. 2. 2. 2. 2. 2.],0.14893617021276595
4,[2. 2. 2. 2. 2. 2.],0.14893617021276595
5,[2. 2. 2. 2. 2. 2.],0.14893617021276595
6,[2. 2. 2. 2. 2. 2.],0.14893617021276595
7,[2. 2. 2. 2. 2. 2.],0.14893617021276595
8,[2. 2. 2. 2. 2. 2.],0.14893617021276595
9,[2. 2. 2. 2. 2. 2.],0.14893617021276595
10,[2. 2. 2. 2. 2. 2.],0.14893617021276595
11,[2. 2. 2. 2. 2. 2.],0.14893617021276595
12,[2. 2. 2. 2. 2. 2.],0.14893617021276595
13,[2. 2. 2. 2. 2. 2.],0.14893617021276595
14,[2. 2. 2. 2. 2. 2.],0.14893617021276595
15,[2. 2. 2. 2. 2. 2.],0.14893617021276595
16,[2. 2. 2. 2. 2. 2.],0.14893617021276595
17,[2. 2. 2. 2. 2. 2.],0.14893617021276595
18,[2. 2. 2. 2. 2. 2.],0.14893617021276595
19,[2. 2. 2. 2. 2. 2.],0.14893617021276595
20,[2. 2. 2. 2. 2. 2.],0.14893617021276595
21,[2. 2. 2. 2. 2. 2.],0.14893617021276595
22,[2. 2. 2. 2. 2. 2.],0.14893617021276595
23,[2. 2. 2. 2. 2. 2.],0.14893617021276595
24,[2. 2. 2. 2. 2. 2.],0.14893617021276595
25,[2. 2. 2. 2. 2. 2.],0.14893617021276595
26,[2. 2. 2. 2. 2. 2.],0.14893617021276595
27,[2. 2. 2. 2. 2. 2.],0.14893617021276595
28,[2. 2. 2. 2. 2. 2.],0.14893617021276595
29,[2. 2. 2. 2. 2. 2.],0.14893617021276595
30,[2. 2. 2. 2. 2. 2.],0.14893617021276595
31,[2. 2. 2. 2. 2. 2.],0.14893617021276595
32,[2. 2. 2. 2. 2. 2.],0.14893617021276595
33,[2. 2. 3. 2. 2. 2.],0.057750759878419454
34,[2. 1. 3. 2. 2. 2.],0.030395136778115502
35,[1. 3. 4. 2. 2. 2.],0.00303951367781155
36,[1. 2. 3. 2. 2. 2.],0.0060790273556231
37,[1. 1. 3. 2. 2. 2.],0.00303951367781155
38,[2. 2. 2. 2. 2. 2.],0.14893617021276595
39,[2. 1. 2. 2. 2. 2.],0.1458966565349544
40,[2. 1. 2. 2. 2. 2.],0.1458966565349544
41,[2. 2. 2. 2. 2. 2.],0.14893617021276595
42,[2. 1. 2. 2. 2. 2.],0.1458966565349544
43,[2. 2. 1. 2. 2. 2.],0.05167173252279635
44,[2. 2. 1. 2. 2. 2.],0.05167173252279635
45,[2. 2. 1. 2. 2. 2.],0.05167173252279635
46,[2. 2. 1. 2. 2. 2.],0.05167173252279635
47,[2. 2. 1. 2. 2. 2.],0.05167173252279635
48,[2. 1. 2. 2. 2. 2.],0.1458966565349544
49,[2. 2. 2. 2. 2. 2.],0.14893617021276595
50,[2. 2. 2. 2. 2. 2.],0.14893617021276595
51,[2. 2. 1. 2. 2. 2.],0.05167173252279635
52,[2. 2. 1. 2. 2. 2.],0.05167173252279635
53,[2. 2. 1. 2. 2. 2.],0.05167173252279635
54,[2. 2. 1. 2. 2. 2.],0.05167173252279635
55,[2. 1. 1. 2. 2. 2.],0.0547112462006079
56,[2. 2. 2. 2. 2. 2.],0.14893617021276595
57,[2. 2. 2. 2. 2. 2.],0.14893617021276595
58,[2. 2. 2. 2. 2. 2.],0.14893617021276595
59,[2. 2. 2. 2. 2. 2.],0.14893617021276595
60,[2. 2. 2. 2. 2. 2.],0.14893617021276595
61,[2. 2. 3. 2. 2. 2.],0.057750759878419454
62,[2. 2. 3. 2. 2. 2.],0.057750759878419454
63,[2. 2. 3. 2. 2. 2.],0.057750759878419454
64,[2. 2. 3. 2. 2. 2.],0.057750759878419454
65,[2. 2. 3. 2. 2. 2.],0.057750759878419454
66,[1. 2. 2. 2. 2. 2.],0.03343465045592705
67,[1. 2. 2. 2. 2. 2.],0.03343465045592705
68,[1. 2. 2. 2. 2. 2.],0.03343465045592705
69,[1. 2. 3. 2. 2. 2.],0.0060790273556231
70,[2. 1. 4. 2. 2. 2.],0.00303951367781155
71,[2. 1. 3. 2. 2. 2.],0.030395136778115502
72,[2. 1. 3. 2. 2. 2.],0.030395136778115502
73,[2. 1. 3. 2. 2. 2.],0.030395136778115502
74,[2. 1. 2. 2. 2. 2.],0.1458966565349544
75,[2. 1. 2. 2. 2. 2.],0.1458966565349544
76,[2. 0. 2. 2. 2. 2.],0.015197568389057751
77,[2. 1. 2. 2. 2. 2.],0.1458966565349544
78,[2. 1. 2. 2. 2. 2.],0.1458966565349544
79,[2. 1. 1. 2. 2. 2.],0.0547112462006079
80,[2. 1. 1. 2. 2. 2.],0.0547112462006079
81,[2. 1. 1. 2. 2. 2.],0.0547112462006079
82,[2. 1. 1. 2. 2. 2.],0.0547112462006079
83,[2. 1. 1. 2. 2. 2.],0.0547112462006079
84,[2. 1. 2. 2. 2. 2.],0.1458966565349544
85,[2. 1. 2. 2. 2. 2.],0.1458966565349544
86,[2. 0. 2. 2. 2. 2.],0.015197568389057751
87,[2. 1. 1. 2. 2. 2.],0.0547112462006079
88,[2. 1. 0. 2. 2. 2.],0.0060790273556231
89,[2. 1. 1. 2. 2. 2.],0.0547112462006079
90,[2. 1. 1. 2. 2. 2.],0.0547112462006079
91,[2. 1. 1. 2. 2. 2.],0.0547112462006079
92,[3. 1. 2. 2. 2. 2.],0.057750759878419454
93,[3. 1. 2. 2. 2. 2.],0.057750759878419454
94,[3. 1. 2. 2. 2. 2.],0.057750759878419454
95,[3. 1. 2. 2. 2. 2.],0.057750759878419454
96,[3. 1. 2. 2. 2. 2.],0.057750759878419454
97,[3. 1. 2. 2. 2. 2.],0.057750759878419454
98,[3. 2. 2. 2. 2. 2.],0.00911854103343465
99,[3. 1. 3. 2. 2. 2.],0.0060790273556231
100,[3. 2. 3. 2. 2. 2.],0.0182370820668693
101,[2. 2. 3. 2. 2. 2.],0.057750759878419454
102,[2. 2. 3. 2. 2. 2.],0.057750759878419454
103,[2. 2. 3. 2. 2. 2.],0.057750759878419454
104,[2. 3. 3. 2. 2. 2.],0.03343465045592705
105,[2. 2. 3. 2. 2. 2.],0.057750759878419454
106,[2. 2. 4. 2. 2. 2.],0.00911854103343465
107,[2. 3. 3. 2. 2. 2.],0.03343465045592705
108,[2. 3. 3. 2. 2. 2.],0.03343465045592705
109,[2. 3. 3. 2. 2. 2.],0.03343465045592705
110,[2. 3. 2. 2. 2. 2.],0.12158054711246201
111,[2. 3. 2. 2. 2. 2.],0.12158054711246201
112,[1. 3. 2. 2. 2. 2.],0.03343465045592705
113,[1. 3. 2. 2. 2. 2.],0.03343465045592705
114,[1. 3. 2. 2. 2. 2.],0.03343465045592705
115,[1. 3. 2. 2. 2. 2.],0.03343465045592705
116,[1. 3. 2. 2. 2. 2.],0.03343465045592705
117,[1. 3. 2. 2. 2. 2.],0.03343465045592705
118,[2. 3. 2. 2. 2. 2.],0.12158054711246201
119,[2. 3. 2. 2. 2. 2.],0.12158054711246201
120,[2. 3. 2. 2. 2. 2.],0.12158054711246201
121,[2. 3. 2. 2. 2. 2.],0.12158054711246201
122,[2. 3. 2. 2. 2. 2.],0.12158054711246201
123,[2. 3. 2. 2. 2. 2.],0.12158054711246201
124,[2. 2. 1. 2. 2. 2.],0.05167173252279635
125,[2. 2. 1. 2. 2. 2.],0.05167173252279635
126,[2. 3. 1. 2. 2. 2.],0.0425531914893617
127,[2. 2. 1. 2. 2. 2.],0.05167173252279635
128,[1. 2. 1. 2. 2. 2.],0.015197568389057751
129,[1. 2. 1. 2. 2. 2.],0.015197568389057751
130,[1. 2. 0. 2. 2. 2.],0.00303951367781155
131,[1. 1. 1. 2. 2. 2.],0.00303951367781155
132,[2. 1. 1. 2. 2. 2.],0.0547112462006079
133,[2. 1. 1. 2. 2. 2.],0.0547112462006079
134,[2. 1. 2. 2. 2. 2.],0.1458966565349544
135,[2. 1. 2. 2. 2. 2.],0.1458966565349544
136,[2. 1. 2. 2. 2. 2.],0.1458966565349544
137,[2. 0. 3. 2. 2. 2.],0.00911854103343465
138,[2. 1. 3. 2. 2. 2.],0.030395136778115502
139,[2. 0. 3. 2. 2. 2.],0.00911854103343465
140,[2. 1. 3. 2. 2. 2.],0.030395136778115502
141,[3. 0. 3. 2. 2. 2.],0.00303951367781155
142,[3. 1. 2. 2. 2. 2.],0.057750759878419454
143,[3. 1. 2. 2. 2. 2.],0.057750759878419454
144,[3. 1. 2. 2. 2. 2.],0.057750759878419454
145,[3. 1. 3. 2. 2. 2.],0.0060790273556231
146,[3. 1. 4. 2. 2. 2.],0.00303951367781155
147,[3. 2. 3. 2. 2. 2.],0.0182370820668693
148,[3. 2. 3. 2. 2. 2.],0.0182370820668693
149,[2. 2. 3. 2. 2. 2.],0.057750759878419454
150,[2. 3. 2. 2. 2. 2.],0.12158054711246201
151,[2. 3. 2. 2. 2. 2.],0.12158054711246201
152,[2. 3. 1. 2. 2. 2.],0.0425531914893617
153,[2. 3. 1. 2. 2. 2.],0.0425531914893617
154,[2. 3. 1. 2. 2. 2.],0.0425531914893617
155,[2. 3. 1. 2. 2. 2.],0.0425531914893617
156,[2. 3. 1. 2. 2. 2.],0.0425531914893617
157,[2. 3. 2. 2. 2. 2.],0.12158054711246201
158,[2. 3. 1. 2. 2. 2.],0.0425531914893617
159,[2. 2. 1. 2. 2. 2.],0.05167173252279635
160,[2. 3. 0. 2. 2. 2.],0.00303951367781155
161,[2. 2. 1. 2. 2. 2.],0.05167173252279635
162,[2. 3. 1. 2. 2. 2.],0.0425531914893617
163,[2. 2. 2. 2. 2. 2.],0.14893617021276595
164,[2. 2. 2. 2. 2. 2.],0.14893617021276595
165,[2. 2. 2. 2. 2. 2.],0.14893617021276595
166,[2. 2. 2. 2. 2. 2.],0.14893617021276595
167,[2. 2. 2. 2. 2. 2.],0.14893617021276595
168,[2. 2. 3. 2. 2. 2.],0.057750759878419454
169,[2. 2. 3. 2. 2. 2.],0.057750759878419454
170,[2. 3. 3. 2. 2. 2.],0.03343465045592705
171,[2. 2. 3. 2. 2. 2.],0.057750759878419454
172,[2. 2. 3. 2. 2. 2.],0.057750759878419454
173,[2. 2. 2. 2. 2. 2.],0.14893617021276595
174,[2. 3. 2. 2. 2. 2.],0.12158054711246201
175,[2. 3. 2. 2. 2. 2.],0.12158054711246201
176,[2. 3. 3. 2. 2. 2.],0.03343465045592705
177,[2. 2. 3. 2. 2. 2.],0.057750759878419454
178,[2. 2. 4. 2. 2. 2.],0.00911854103343465
179,[2. 3. 3. 2. 2. 2.],0.03343465045592705
180,[2. 3. 3. 2. 2. 2.],0.03343465045592705
181,[2. 3. 2. 2. 2. 2.],0.12158054711246201
182,[2. 3. 2. 2. 2. 2.],0.12158054711246201
183,[2. 3. 2. 2. 2. 2.],0.12158054711246201
184,[2. 3. 2. 2. 2. 2.],0.12158054711246201
185,[2. 3. 2. 2. 2. 2.],0.12158054711246201
186,[1. 3. 1. 2. 2. 2.],0.015197568389057751
187,[1. 3. 1. 2. 2. 2.],0.015197568389057751
188,[1. 2. 1. 2. 2. 2.],0.015197568389057751
189,[1. 3. 1. 2. 2. 2.],0.015197568389057751
190,[1. 3. 1. 2. 2. 2.],0.015197568389057751
191,[1. 2. 2. 2. 2. 2.],0.03343465045592705
192,[1. 2. 2. 2. 2. 2.],0.03343465045592705
193,[1. 1. 2. 2. 2. 2.],0.00911854103343465
194,[2. 1. 1. 2. 2. 2.],0.0547112462006079
195,[2. 1. 0. 2. 2. 2.],0.0060790273556231
196,[2. 1. 1. 2. 2. 2.],0.0547112462006079
197,[2. 1. 1. 2. 2. 2.],0.0547112462006079
198,[2. 0. 1. 2. 2. 2.],0.00303951367781155
199,[2. 1. 2. 2. 2. 2.],0.1458966565349544
200,[2. 1. 2. 2. 2. 2.],0.1458966565349544
201,[2. 1. 2. 2. 2. 2.],0.1458966565349544
202,[2. 0. 2. 2. 2. 2.],0.015197568389057751
203,[2. 1. 2. 2. 2. 2.],0.1458966565349544
204,[2. 1. 2. 2. 2. 2.],0.1458966565349544
205,[2. 1. 2. 2. 2. 2.],0.1458966565349544
206,[2. 0. 2. 2. 2. 2.],0.015197568389057751
207,[2. 1. 2. 2. 2. 2.],0.1458966565349544
208,[2. 1. 2. 2. 2. 2.],0.1458966565349544
209,[2. 1. 2. 2. 2. 2.],0.1458966565349544
210,[2. 1. 2. 2. 2. 2.],0.1458966565349544
211,[2. 1. 2. 2. 2. 2.],0.1458966565349544
212,[2. 1. 2. 2. 2. 2.],0.1458966565349544
213,[2. 1. 2. 2. 2. 2.],0.1458966565349544
214,[2. 1. 2. 2. 2. 2.],0.1458966565349544
215,[2. 1. 2. 2. 2. 2.],0.1458966565349544
216,[3. 1. 2. 2. 2. 2.],0.057750759878419454
217,[3. 1. 2. 2. 2. 2.],0.057750759878419454
218,[3. 1. 2. 2. 2. 2.],0.057750759878419454
219,[3. 1. 2. 2. 2. 2.],0.057750759878419454
220,[3. 1. 2. 2. 2. 2.],0.057750759878419454
221,[3. 1. 2. 2. 2. 2.],0.057750759878419454
222,[3. 2. 3. 2. 2. 2.],0.0182370820668693
223,[3. 2. 3. 2. 2. 2.],0.0182370820668693
224,[2. 2. 3. 2. 2. 2.],0.057750759878419454
225,[2. 3. 3. 2. 2. 2.],0.03343465045592705
226,[2. 2. 3. 2. 2. 2.],0.057750759878419454
227,[2. 3. 2. 2. 2. 2.],0.12158054711246201
228,[2. 3. 2. 2. 2. 2.],0.12158054711246201
229,[2. 3. 2. 2. 2. 2.],0.12158054711246201
230,[2. 2. 3. 2. 2. 2.],0.057750759878419454
231,[2. 2. 4. 2. 2. 2.],0.00911854103343465
232,[2. 3. 3. 2. 2. 2.],0.03343465045592705
233,[1. 3. 3. 2. 2. 2.],0.0060790273556231
234,[1. 3. 3. 2. 2. 2.],0.0060790273556231
235,[1. 4. 2. 2. 2. 2.],0.00303951367781155
236,[0. 3. 2. 2. 2. 2.],0.0060790273556231
237,[1. 3. 2. 2. 2. 2.],0.03343465045592705
238,[1. 3. 2. 2. 2. 2.],0.03343465045592705
239,[1. 2. 2. 2. 2. 2.],0.03343465045592705
240,[2. 1. 2. 2. 2. 2.],0.1458966565349544
241,[2. 1. 2. 2. 2. 2.],0.1458966565349544
242,[2. 1. 2. 2. 2. 2.],0.1458966565349544
243,[2. 1. 2. 2. 2. 2.],0.1458966565349544
244,[2. 0. 2. 2. 2. 2.],0.015197568389057751
245,[2. 1. 2. 2. 2. 2.],0.1458966565349544
246,[2. 1. 2. 2. 2. 2.],0.1458966565349544
247,[2. 1. 1. 2. 2. 2.],0.0547112462006079
248,[2. 1. 1. 2. 2. 2.],0.0547112462006079
249,[2. 1. 1. 2. 2. 2.],0.0547112462006079
250,[3. 0. 1. 2. 2. 2.],0.00303951367781155
251,[3. 1. 1. 2. 2. 2.],0.00303951367781155
252,[3. 1. 2. 2. 2. 2.],0.057750759878419454
253,[3. 1. 2. 2. 2. 2.],0.057750759878419454
254,[3. 1. 2. 2. 2. 2.],0.057750759878419454
255,[3. 2. 2. 2. 2. 2.],0.00911854103343465
256,[3. 2. 2. 2. 2. 2.],0.00911854103343465
257,[3. 3. 1. 2. 2. 2.],0.00303951367781155
258,[2. 2. 0. 2. 2. 2.],0.00303951367781155
259,[2. 2. 1. 2. 2. 2.],0.05167173252279635
260,[2. 2. 1. 2. 2. 2.],0.05167173252279635
261,[2. 3. 2. 2. 2. 2.],0.12158054711246201
262,[2. 2. 2. 2. 2. 2.],0.14893617021276595
263,[2. 3. 2. 2. 2. 2.],0.12158054711246201
264,[1. 2. 2. 2. 2. 2.],0.03343465045592705
265,[1. 3. 2. 2. 2. 2.],0.03343465045592705
266,[1. 3. 2. 2. 2. 2.],0.03343465045592705
267,[0. 3. 2. 2. 2. 2.],0.0060790273556231
268,[1. 3. 2. 2. 2. 2.],0.03343465045592705
269,[1. 2. 2. 2. 2. 2.],0.03343465045592705
270,[1. 2. 2. 2. 2. 2.],0.03343465045592705
271,[2. 1. 3. 2. 2. 2.],0.030395136778115502
272,[2. 1. 3. 2. 2. 2.],0.030395136778115502
273,[2. 0. 3. 2. 2. 2.],0.00911854103343465
274,[2. 1. 3. 2. 2. 2.],0.030395136778115502
275,[2. 1. 3. 2. 2. 2.],0.030395136778115502
276,[2. 1. 2. 2. 2. 2.],0.1458966565349544
277,[2. 1. 2. 2. 2. 2.],0.1458966565349544
278,[2. 1. 2. 2. 2. 2.],0.1458966565349544
279,[2. 1. 2. 2. 2. 2.],0.1458966565349544
280,[3. 0. 2. 2. 2. 2.],0.00303951367781155
281,[3. 1. 2. 2. 2. 2.],0.057750759878419454
282,[4. 1. 2. 2. 2. 2.],0.00303951367781155
283,[4. 1. 3. 2. 2. 2.],0.00303951367781155
284,[3. 2. 3. 2. 2. 2.],0.0182370820668693
285,[3. 2. 4. 2. 2. 2.],0.00303951367781155
286,[3. 3. 3. 2. 2. 2.],0.00303951367781155
287,[2. 3. 3. 2. 2. 2.],0.03343465045592705
288,[2. 3. 2. 2. 2. 2.],0.12158054711246201
289,[2. 3. 2. 2. 2. 2.],0.12158054711246201
290,[2. 3. 2. 2. 2. 2.],0.12158054711246201
291,[2. 3. 2. 2. 2. 2.],0.12158054711246201
292,[2. 3. 2. 2. 2. 2.],0.12158054711246201
293,[2. 3. 1. 2. 2. 2.],0.0425531914893617
294,[2. 3. 1. 2. 2. 2.],0.0425531914893617
295,[2. 3. 1. 2. 2. 2.],0.0425531914893617
296,[2. 3. 1. 2. 2. 2.],0.0425531914893617
297,[2. 3. 1. 2. 2. 2.],0.0425531914893617
298,[2. 3. 2. 2. 2. 2.],0.12158054711246201
299,[2. 3. 2. 2. 2. 2.],0.12158054711246201
300,[2. 3. 2. 2. 2. 2.],0.12158054711246201
301,[2. 3. 2. 2. 2. 2.],0.12158054711246201
302,[2. 3. 2. 2. 2. 2.],0.12158054711246201
303,[2. 3. 2. 2. 2. 2.],0.12158054711246201
304,[2. 3. 2. 2. 2. 2.],0.12158054711246201
305,[2. 3. 2. 2. 2. 2.],0.12158054711246201
306,[2. 3. 2. 2. 2. 2.],0.12158054711246201
307,[2. 3. 2. 2. 2. 2.],0.12158054711246201
308,[2. 3. 2. 2. 2. 2.],0.12158054711246201
309,[2. 3. 2. 2. 2. 2.],0.12158054711246201
310,[2. 2. 1. 2. 2. 2.],0.05167173252279635
311,[2. 3. 1. 2. 2. 2.],0.0425531914893617
312,[1. 3. 1. 2. 2. 2.],0.015197568389057751
313,[1. 2. 1. 2. 2. 2.],0.015197568389057751
314,[1. 2. 1. 2. 2. 2.],0.015197568389057751
315,[1. 2. 2. 2. 2. 2.],0.03343465045592705
316,[1. 2. 2. 2. 2. 2.],0.03343465045592705
317,[1. 1. 2. 2. 2. 2.],0.00911854103343465
318,[1. 1. 2. 2. 2. 2.],0.00911854103343465
319,[2. 1. 2. 2. 2. 2.],0.1458966565349544
320,[2. 1. 2. 2. 2. 2.],0.1458966565349544
321,[2. 1. 2. 2. 2. 2.],0.1458966565349544
322,[2. 1. 2. 2. 2. 2.],0.1458966565349544
323,[2. 1. 2. 2. 2. 2.],0.1458966565349544
324,[2. 1. 2. 2. 2. 2.],0.1458966565349544
325,[2. 1. 2. 2. 2. 2.],0.1458966565349544
326,[2. 1. 2. 2. 2. 2.],0.1458966565349544
327,[2. 1. 2. 2. 2. 2.],0.1458966565349544
328,[2. 1. 2. 2. 2. 2.],0.1458966565349544
